fips_tract,city,state_abbr,NAME,total_population,poverty_rate,median_hh_income,pct_black,pct_no_internet,vacancy_rate,food_desert_proxy,food_desert_source,pct_diabetes,pct_high_bp,pct_obesity,pct_food_insecure,health_source,d4_health_imputed,fdi_score,pull_date,source
28049011104,Jackson,MS,Census Tract 111.04; Hinds County; Mississippi,6024,12.083762444215584,73776.0,71.31474103585657,0.8044030482641829,5.595523581135091,0,ACS_poverty_proxy,13.1,43.1,41.5,20.7,CDC_PLACES_2023_tract,False,23.76,2026-04-17,Census ACS 5-Year 2023
28049011105,Jackson,MS,Census Tract 111.05; Hinds County; Mississippi,4923,6.422018348623854,87886.0,93.9874060532196,6.739890164752871,6.050656660412758,0,ACS_poverty_proxy,13.3,44.0,40.5,17.0,CDC_PLACES_2023_tract,False,23.51,2026-04-17,Census ACS 5-Year 2023
28049011201,Jackson,MS,Census Tract 112.01; Hinds County; Mississippi,2266,4.72197705207414,68017.0,45.23389232127096,16.594360086767896,20.379965457685664,0,ACS_poverty_proxy,15.2,46.6,39.5,16.7,CDC_PLACES_2023_tract,False,31.3,2026-04-17,Census ACS 5-Year 2023
28049011203,Jackson,MS,Census Tract 112.03; Hinds County; Mississippi,4489,14.034306081532636,71429.0,43.105368678993095,9.448356807511738,9.361702127659576,0,ACS_poverty_proxy,13.9,44.6,39.5,17.1,CDC_PLACES_2023_tract,False,27.64,2026-04-17,Census ACS 5-Year 2023
28049011204,Jackson,MS,Census Tract 112.04; Hinds County; Mississippi,4579,7.908611599297012,60880.0,59.55448787944966,21.76981541802389,12.948960302457465,0,ACS_poverty_proxy,17.4,49.7,42.4,22.6,CDC_PLACES_2023_tract,False,32.6,2026-04-17,Census ACS 5-Year 2023
28049011300,Jackson,MS,Census Tract 113; Hinds County; Mississippi,3737,28.284720363928283,44879.0,72.17018999197217,18.5523541813071,21.727172717271728,1,ACS_poverty_proxy,20.5,53.1,45.3,28.6,CDC_PLACES_2023_tract,False,51.06,2026-04-17,Census ACS 5-Year 2023
28049011400,Jackson,MS,Census Tract 114; Hinds County; Mississippi,857,20.07168458781362,36641.0,97.31621936989498,30.57644110275689,32.715008431703204,1,ACS_poverty_proxy,20.6,52.8,49.4,40.4,CDC_PLACES_2023_tract,False,55.9,2026-04-17,Census ACS 5-Year 2023
28049011500,Jackson,MS,Census Tract 115; Hinds County; Mississippi,3021,34.31013431013431,23596.0,86.39523336643495,27.565392354124747,38.02992518703242,1,ACS_poverty_proxy,11.6,35.2,41.3,39.4,CDC_PLACES_2023_tract,False,55.68,2026-04-17,Census ACS 5-Year 2023
28049011600,Jackson,MS,Census Tract 116; Hinds County; Mississippi,2383,30.54972723457826,24591.0,96.6009232060428,34.73792394655704,36.73602080624187,1,ACS_poverty_proxy,27.0,59.3,54.1,53.5,CDC_PLACES_2023_tract,False,62.52,2026-04-17,Census ACS 5-Year 2023
26163500100,Detroit,MI,Census Tract 5001; Wayne County; Michigan,4042,34.188247011952186,42537.0,94.210786739238,16.54357459379616,18.72749099639856,1,ACS_poverty_proxy,16.8,44.4,47.2,45.4,CDC_PLACES_2023_tract,False,49.07,2026-04-17,Census ACS 5-Year 2023
26163500200,Detroit,MI,Census Tract 5002; Wayne County; Michigan,2510,33.577235772357724,49420.0,92.74900398406376,4.162976085031001,10.821484992101109,1,ACS_poverty_proxy,17.6,45.6,46.8,40.4,CDC_PLACES_2023_tract,False,43.81,2026-04-17,Census ACS 5-Year 2023
26163500300,Detroit,MI,Census Tract 5003; Wayne County; Michigan,1947,31.33514986376022,41472.0,91.1145351823318,16.824966078697422,33.90134529147982,1,ACS_poverty_proxy,17.0,44.6,48.1,47.8,CDC_PLACES_2023_tract,False,52.54,2026-04-17,Census ACS 5-Year 2023
26163500400,Detroit,MI,Census Tract 5004; Wayne County; Michigan,1041,63.23387872954764,21196.0,96.7339097022094,13.902439024390246,45.98155467720685,1,ACS_poverty_proxy,28.1,58.3,55.5,64.1,CDC_PLACES_2023_tract,False,65.44,2026-04-17,Census ACS 5-Year 2023
26163500500,Detroit,MI,Census Tract 5005; Wayne County; Michigan,1165,19.78984238178634,48470.0,91.07296137339056,12.195121951219512,32.36040609137056,0,ACS_poverty_proxy,17.8,46.4,46.9,39.2,CDC_PLACES_2023_tract,False,37.49,2026-04-17,Census ACS 5-Year 2023
26163500600,Detroit,MI,Census Tract 5006; Wayne County; Michigan,2811,31.447883315546072,43125.0,93.48986125933833,11.97969543147208,29.03458213256484,1,ACS_poverty_proxy,18.3,46.6,48.5,45.4,CDC_PLACES_2023_tract,False,50.57,2026-04-17,Census ACS 5-Year 2023
26163500700,Detroit,MI,Census Tract 5007; Wayne County; Michigan,4284,33.02987861811391,49336.0,89.91596638655463,5.5100521221146685,17.95968234575443,1,ACS_poverty_proxy,18.4,46.6,49.2,48.2,CDC_PLACES_2023_tract,False,46.09,2026-04-17,Census ACS 5-Year 2023
26163500800,Detroit,MI,Census Tract 5008; Wayne County; Michigan,2287,33.14385658067337,31098.0,94.35942282466114,17.57508342602892,12.803103782735208,1,ACS_poverty_proxy,19.1,47.7,49.7,50.2,CDC_PLACES_2023_tract,False,49.38,2026-04-17,Census ACS 5-Year 2023
26163500900,Detroit,MI,Census Tract 5009; Wayne County; Michigan,3771,44.17926279501459,30856.0,95.25324847520552,14.15168100078186,25.02930832356389,1,ACS_poverty_proxy,23.0,51.8,53.3,62.0,CDC_PLACES_2023_tract,False,54.66,2026-04-17,Census ACS 5-Year 2023
26163501000,Detroit,MI,Census Tract 5010; Wayne County; Michigan,2933,40.75731497418245,34063.0,98.70439822707124,15.123094958968348,30.65040650406504,1,ACS_poverty_proxy,22.0,50.8,52.0,57.9,CDC_PLACES_2023_tract,False,55.17,2026-04-17,Census ACS 5-Year 2023
26163501100,Detroit,MI,Census Tract 5011; Wayne County; Michigan,2886,46.84684684684685,40719.0,96.15384615384616,10.647359454855197,21.102150537634408,1,ACS_poverty_proxy,19.8,48.4,49.4,48.8,CDC_PLACES_2023_tract,False,51.54,2026-04-17,Census ACS 5-Year 2023
26163501200,Detroit,MI,Census Tract 5012; Wayne County; Michigan,1639,49.17632702867602,28304.0,97.86455155582672,19.27710843373494,26.97947214076246,1,ACS_poverty_proxy,24.2,53.2,54.1,61.4,CDC_PLACES_2023_tract,False,57.81,2026-04-17,Census ACS 5-Year 2023
26163501300,Detroit,MI,Census Tract 5013; Wayne County; Michigan,3746,29.3379604911906,62230.0,90.1494927923118,9.415867480383609,18.12990720913633,1,ACS_poverty_proxy,16.4,44.2,44.9,37.8,CDC_PLACES_2023_tract,False,44.85,2026-04-17,Census ACS 5-Year 2023
26163501400,Detroit,MI,Census Tract 5014; Wayne County; Michigan,3365,17.59286775631501,71250.0,74.65081723625558,1.1976047904191618,14.358974358974358,0,ACS_poverty_proxy,14.9,42.6,42.0,28.3,CDC_PLACES_2023_tract,False,27.32,2026-04-17,Census ACS 5-Year 2023
26163501500,Detroit,MI,Census Tract 5015; Wayne County; Michigan,4168,20.971249093984053,52250.0,86.4443378119002,11.005089058524172,8.763784097504352,1,ACS_poverty_proxy,14.6,41.9,43.5,34.0,CDC_PLACES_2023_tract,False,41.62,2026-04-17,Census ACS 5-Year 2023
26163501600,Detroit,MI,Census Tract 5016; Wayne County; Michigan,1974,40.869565217391305,22308.0,82.52279635258358,6.756756756756757,14.942528735632186,1,ACS_poverty_proxy,20.8,49.8,48.8,49.1,CDC_PLACES_2023_tract,False,49.79,2026-04-17,Census ACS 5-Year 2023
26163501700,Detroit,MI,Census Tract 5017; Wayne County; Michigan,1702,41.62612925642807,36549.0,74.5593419506463,4.329004329004329,25.08108108108108,1,ACS_poverty_proxy,21.1,50.9,45.9,41.9,CDC_PLACES_2023_tract,False,51.01,2026-04-17,Census ACS 5-Year 2023
26163501800,Detroit,MI,Census Tract 5018; Wayne County; Michigan,4914,10.724460724460725,72944.0,72.64957264957265,0.3823047515019115,10.464547677261614,0,ACS_poverty_proxy,14.6,42.1,40.3,24.7,CDC_PLACES_2023_tract,False,24.77,2026-04-17,Census ACS 5-Year 2023
26163501900,Detroit,MI,Census Tract 5019; Wayne County; Michigan,2899,42.1493370551291,41964.0,90.13452914798206,5.758582502768549,14.730878186968836,1,ACS_poverty_proxy,19.3,47.8,49.1,46.9,CDC_PLACES_2023_tract,False,47.74,2026-04-17,Census ACS 5-Year 2023
26163502000,Detroit,MI,Census Tract 5020; Wayne County; Michigan,1978,31.09201213346815,41064.0,95.24772497472192,10.438144329896907,21.616161616161616,1,ACS_poverty_proxy,16.8,45.0,46.4,38.3,CDC_PLACES_2023_tract,False,47.98,2026-04-17,Census ACS 5-Year 2023
26163502600,Detroit,MI,Census Tract 5026; Wayne County; Michigan,3247,33.908222975053896,33475.0,97.5669849091469,7.160096540627514,28.80870561282932,1,ACS_poverty_proxy,20.4,49.7,47.7,43.0,CDC_PLACES_2023_tract,False,51.26,2026-04-17,Census ACS 5-Year 2023
26163502700,Detroit,MI,Census Tract 5027; Wayne County; Michigan,2291,38.45482322130074,30545.0,98.4722828459188,9.68096809680968,31.807951987997,1,ACS_poverty_proxy,26.7,56.7,53.0,56.1,CDC_PLACES_2023_tract,False,55.64,2026-04-17,Census ACS 5-Year 2023
26163503100,Detroit,MI,Census Tract 5031; Wayne County; Michigan,2783,19.84819734345351,47617.0,92.34638878907654,8.605851979345955,7.188498402555911,0,ACS_poverty_proxy,18.0,47.0,45.7,37.2,CDC_PLACES_2023_tract,False,30.61,2026-04-17,Census ACS 5-Year 2023
26163503200,Detroit,MI,Census Tract 5032; Wayne County; Michigan,2663,27.60045061960195,52822.0,84.7915884340969,7.393364928909953,21.735905044510385,1,ACS_poverty_proxy,16.4,44.2,47.5,43.9,CDC_PLACES_2023_tract,False,45.64,2026-04-17,Census ACS 5-Year 2023
